,"Access to electricity, rural (% of rural population)",Agricultural land (% of land area),Agricultural land (sq. km),Agricultural methane emissions (thousand metric tons of CO2 equivalent),Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)",Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),Average precipitation in depth (mm per year),Cereal production (metric tons),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Land area (sq. km),Land under cereal production (hectares),Livestock production index (2014-2016 = 100),Permanent cropland (% of land area),Rural population,Rural population (% of total population),Rural population growth (annual %),Surface area (sq. km)
10,36.69450436,58.13286724,379160.0,9993.155,3863.868,7.559672801,1.7416515472600003,29.29750105,3637622453.0,11.94823912,0.284568656,7793000.0,327.0,6514000.0,2040.7,91.03,56.72268908,77.48913304,52.73826842,1.887862184,92.24,1.852781994,12084.4,652230.0,3192000.0,94.16,0.188583782,20942092.0,76.472,3.289663734,652860.0
11,30.21880181,58.13440044,379170.0,11514.525,4273.8564,10.76704582,1.6196231318499996,26.21006854,4156043681.0,11.94823912,0.276448765,7793000.0,327.0,5957000.0,2011.1,87.58,54.34941986,75.04292833,50.37673629,1.777859618,91.68,1.852781994,12084.4,652230.0,2962000.0,98.06,0.190116983,21498290.0,76.263,2.621229215,652860.0
12,29.57288091,58.13133404,379150.0,11533.2525,4369.0078,12.8790088,1.709617084710001,23.74366399,4227582729.0,11.94517272,0.266366651,7791000.0,327.0,4681020.0,1659.9,79.35,52.79090999,73.25284942,48.77134314,3.827005519,87.4,1.852781994,12084.4,652230.0,2820000.0,100.53,0.190116983,22244569.0,76.052,3.412449184,652860.0
13,60.8491566,58.12980084,379140.0,11379.2825,4398.5098,0.236604474,1.4523240877100003,24.39087363,4855571680.0,11.94363951,0.255690853,7790000.0,327.0,6582000.0,2094.2,94.49,50.41668839,70.16678674,46.42445642,2.377852375,97.18,1.852781994,12084.4,652230.0,3143000.0,101.31,0.190116983,23105778.0,75.84,3.798482719,652860.0
14,60.23919772,58.12366803,379100.0,11284.75,4440.1106,0.036992232,1.3737850635700002,22.81066274,4595531207.0,11.93597351,0.246819962,7785000.0,327.0,6772235.0,2127.7,93.56,47.69731471,67.55830436,43.41162094,4.882714194,94.63,1.852781994,12084.4,652230.0,3182922.0,96.36,0.191650185,23853670.0,75.627,3.185536778,652860.0
15,86.50051163,58.12366803,379100.0,11476.1975,4744.2494,0.047523022,1.5201653327000004,22.13704137,4537457838.0,11.91450869,0.237527513,7771000.0,327.0,7012523.28,2096.6,100.31,44.79859397,64.92530416,40.16367525,10.16611247,101.99,1.852781994,12084.4,652230.0,3344733.0,104.27,0.213115005,24672275.0,75.413,3.374205965,652860.0
16,64.57335438,58.12366803,379100.0,10834.435,4702.3804,14.79906667,1.6852954004800011,20.63432272,3948217064.0,11.90530948,0.230050224,7765000.0,327.0,6010288.0,2206.4,95.65,44.59351627,65.56259209,39.45647646,13.32449195,95.97,1.852781994,12084.4,652230.0,2724070.0,96.68,0.222314214,25381619.0,75.197,2.834510708,652860.0
17,97.09935983,58.12366803,379100.0,10617.2325,4680.2688,16.35910938,1.7220875539500013,25.74031404,4663262628.0,11.85011422,0.223147991,7729000.0,327.0,5708330.42,2043.3,104.04,44.33713653,66.17782355,38.6466659,13.6801462,102.04,1.852781994,12084.4,652230.0,2793694.0,99.05,0.277509468,25970228.0,74.98,2.292555436,652860.0
18,97.09197325,58.12366803,379100.0,10314.9575,4892.1766,17.06363394,1.871025292,26.42019908,4954700544.0,11.80411818,0.216000609,7699000.0,327.0,5059633.97,2091.4,99.21,43.98903105,66.58349599,37.726521,20.4525289,99.84,1.852781994,12084.4,652230.0,2419213.0,100.27,0.323505512,26643455.0,74.75,2.559272446,652860.0
19,91.60606002,58.27698818,380100.0,10549.4125,4289.9782,16.69459947,1.821348719,22.04289675,3979453248.0,11.94977232,0.212447076,7794000.0,327.0,4304555.5,2253.2,94.89,44.45359961,63.13749452,39.52256336,17.35222864,96.19,1.852781994,12084.4,652230.0,1910389.0,98.64,0.331171519,27333488.0,74.505,2.556908766,652860.0
20,97.07562695,58.27698818,380100.0,10222.785,4258.4498,21.03506033,1.769459716,25.77397074,4845363303.0,11.94057311,0.206198128,7788000.0,327.0,5771861.0,2184.7,115.78,45.01603987,58.8156026,41.57322395,10.9725,109.41,1.852781994,12084.4,652230.0,2641911.0,99.5,0.340370728,28042342.0,74.246,2.56029651,652860.0
21,97.06671259,58.74154823,383130.0,10679.11,4465.977,12.576085726800004,1.6703730993200006,29.97558252,5981905983.0,12.00343437,0.200886631,7829000.0,327.0,6241828.0,2050.8,121.77,45.98340782,53.81646841,44.18693555,8.714494827,112.3,1.852781994,12084.4,652230.0,3043589.0,97.12,0.340370728,28829317.0,73.974,2.767723855,652860.0
22,97.05720222,58.74154823,383130.0,15564.466075000004,7092.743296000001,12.37723966535,1.6864857118100014,33.59761887,4793204105.0,12.00343437,0.195239527,7829000.0,365.77,4970609.31,2099.0,125.67,46.58782301,53.19996777,45.24348099,5.202572487,114.32,1.852781994,12084.4,652230.0,2368118.0,96.07,0.340370728,29547690.0,73.686,2.461274744,652860.0
23,51.451253602929995,52.8194993544,50703.34446999999,14026.950125000001,9407.315028800003,6.290149395659998,1.4954367872699996,21.28244775411999,8491987216.175,27.1015165932,0.22746735975999993,3946464.3970000003,1182.16,4824671.6,2253.3,121.34,46.58907003,47.44943011,46.53570685,35.33808549799001,111.43,20.64647258708,20154.1976,74130.43,2141199.0,95.4,4.615854098480001,30181937.0,73.384,2.123806465,81126.2413
24,99.77756003319999,43.75497972649999,41793.221000000005,4496.167078640003,3306.8489485399996,2.3829715559799998,1.6189371866199997,8.484413602530005,3319100697.64,24.60406156541001,0.24988263159000002,2915841.349,875.57,6772232.283,3992.9249999999975,94.02199999999998,26.323515569899982,24.007214261700014,27.541030690800007,121.14065600690004,96.00300000000003,32.69058255809999,28783.836400000007,85941.882,1749462.22,100.06830000000008,4.0671214074399975,4050383.91,43.87601999999998,-0.7102576694799998,87986.6
25,100.0,41.78832117,11450.0,2636.5525,1035.848,4.623562122,3.764101789,25.91874552,832541636.5,21.05839416,0.185603475,577000.0,1485.0,497500.0,2798.1,49.57,50.69299322,62.4149787,42.16342285,18.37088388,60.3,28.14781022,7712.5,27400.0,177800.0,76.17,4.452554745,1828925.0,58.831,-1.594233873,28750.0
26,100.0,41.75182482,11440.0,2682.5175,1091.7826,5.970691794,0.937486657,24.51541204,853223432.0,21.09489051,0.187113936,578000.0,1485.0,565800.0,3175.1,51.88,49.91958952,61.76256247,41.28761967,32.35294118,63.53,28.07664234,7693.0,27400.0,178200.0,80.43,4.416058394,1799636.0,58.259,-1.614394032,28750.0
27,100.0,41.56934307,11390.0,2620.19,1052.8638,5.54071927,0.86458999,22.7161642,890950856.2,21.09489051,0.18887821,578000.0,1485.0,502500.0,3030.8,53.23,48.98881745,61.22814478,40.23626343,32.35294118,65.39,28.12324818,7705.77,27400.0,165800.0,82.22,4.416058394,1761589.0,57.565,-2.136817959,28750.0
28,100.0,41.60583942,11400.0,2550.8725,1196.1422,6.516126591,0.965784257,22.02511409,957666991.0,21.09489051,0.189445462,578000.0,1485.0,518800.0,3291.9,52.12,48.14332799,60.38249935,39.40434102,97.58477509,65.88,28.16985401,7718.54,27400.0,157600.0,84.53,4.416058394,1723790.0,56.499,-2.169088757,28750.0
29,100.0,40.91240876,11210.0,2584.0225,1210.1184,5.143025786,1.000180619,21.97825708,1233309074.0,21.09489051,0.190155599,578000.0,1485.0,488500.0,3185.7,54.89,47.9953407,60.16896175,39.24149714,99.31956747,69.05,28.21645985,7731.31,27400.0,153340.0,87.79,4.416058394,1684768.0,55.427,-2.289748621,28750.0
30,100.0,40.94890511,11220.0,2485.38,1164.9714,4.4909842,1.071021385,20.53748631,1475553859.0,21.09489051,0.190951982,578000.0,1485.0,498800.0,3466.3,58.48,47.60078757,59.63579653,38.87731772,101.3073356,72.33,28.26306569,7744.08,27400.0,143900.0,90.87,4.416058394,1645111.0,54.349,-2.382000972,28750.0
31,100.0,39.30656934,10770.0,2468.37,1167.2064,13.94427202,1.108976341,18.84530872,1517438816.0,19.6350365,0.178649285,538000.0,1485.0,511200.0,3462.1,58.38,46.96271842,59.03922752,38.14874299,112.375316,71.11,28.30967153,7756.85,27400.0,147655.0,88.21,4.416058394,1604189.0,53.269,-2.518952622,28750.0
32,100.0,40.87591241,11200.0,2423.92,1111.7486,13.11936084,1.190219206,17.70835362,1575348420.0,21.31386861,0.195151488,584000.0,1485.0,507500.0,3602.6,61.97,46.35776043,58.3647653,37.51615951,85.80246575,73.85,28.35627737,7769.62,27400.0,140870.0,89.74,4.416058394,1561661.0,52.185,-2.686833451,28750.0
33,100.0,40.83941606,11190.0,2301.9725,1106.027,3.384378147,0.933264645,17.15361957,1831547686.0,21.09489051,0.194611681,578000.0,1485.0,493600.0,3728.4,61.1,45.49346207,57.48480527,36.57014159,88.4199654,74.88,28.40288321,7782.39,27400.0,132390.0,93.17,4.379562044,1517619.0,51.098,-2.860733909,28750.0
34,100.0,43.10218978,11810.0,2138.04,1035.3116,7.650853346,0.839775847,16.83705384,2168840323.0,22.26277372,0.206968107,610000.0,1485.0,608500.0,4081.2,70.64,44.65603252,56.78943502,35.57035081,77.3097377,77.15,28.44948905,7795.16,27400.0,149100.0,85.72,3.175182482,1473922.0,50.009,-2.921578419,28750.0
35,100.0,43.84306569,12013.0,2031.85,1032.0634,2.987539829,0.997295222,16.7943836,2022750082.0,22.22627737,0.208025977,609000.0,1485.0,630900.0,4315.3,75.19,44.05163492,57.14375215,34.9238094,90.37835796,79.91,28.49609489,7807.93,27400.0,146200.0,86.27,3.175182482,1432259.0,48.924,-2.867395703,28750.0
36,100.0,43.84306569,12013.0,2043.9525,1023.6598,2.42005371,1.003346441,17.9558664,2141583008.0,22.84671533,0.214897181,626000.0,1485.0,693800.0,4761.8,82.74,42.08440843,53.06079495,34.2085971,85.02392971,85.68,28.54270073,7820.7,27400.0,145700.0,89.69,2.554744526,1393502.0,47.837,-2.743291493,28750.0
37,100.0,43.83211679,12010.0,2031.7825,1059.2112,2.602337127,0.952701238,18.2267896,2349571761.0,22.70072993,0.214099226,622000.0,1485.0,701200.0,4750.7,87.45,45.38802197,54.19698991,38.48788261,97.43427653,89.92,28.59465328,7834.935,27400.0,147599.0,93.33,2.700729927,1358266.0,46.753,-2.561111693,28750.0
38,99.9,43.84306569,12013.0,2072.26,1061.6548,2.485838813,0.908226295,18.76680189,2312038877.0,22.59489051,0.213453243,619100.0,1485.0,697400.0,4883.8,93.86,45.99563111,56.89661316,37.42390683,93.0615571,95.06,28.64660584,7849.17,27400.0,142800.0,96.58,2.806569343,1324613.0,45.67,-2.508854494,28750.0
39,99.84233706,43.33211679,11873.0,2071.065,1031.378,2.336270328,0.966432041,19.56515781,2499688485.0,22.52189781,0.213153848,617100.0,1485.0,702870.0,4949.8,93.67,44.19802676,53.11830621,37.44210683,88.17109058,95.64,28.69855839,7863.405,27400.0,142000.0,98.36,2.890510949,1291587.0,44.613,-2.524864649,28750.0
40,99.89709497,42.85729927,11742.9,2095.3275,1046.0098,1.272659032,0.644994495,19.99018136,2644330679.0,22.46715328,0.213076442,615600.0,1485.0,700370.0,4892.6,95.94,42.25706281,49.83841896,36.65584844,88.38580247,96.84,28.75051095,7877.64,27400.0,143149.0,98.23,2.934306569,1258985.0,43.577,-2.556585404,28750.0
41,99.95301414,42.85766423,11743.0,2108.5125,1085.6736,2.305902254,0.862938518,19.78021442,2252343961.0,22.44890511,0.213524268,615100.0,1485.0,695000.0,4873.8,99.91,41.28352526,47.63384368,36.58192022,107.831247,100.07,28.8024635,7891.875,27400.0,142600.0,100.24,2.95620438,1226200.0,42.566,-2.638588443,28750.0
42,99.73544337,43.12773723,11817.0,2099.05,1118.4536,2.404998173,0.980008778,19.84999447,2354447510.0,22.63868613,0.215673928,620300.0,1485.0,698430.0,4716.4,104.15,40.04085241,45.17649291,35.99541561,126.1384814,103.09,28.80218978,7891.8,27400.0,148084.0,101.53,3.03649635,1195854.0,41.579,-2.505938185,28750.0
43,99.72917743,42.8569708,11742.81,2053.5525,1084.422,0.489922364,0.9041165,19.02212664,2476628808.0,22.33576642,0.212983873,612000.0,1485.0,701734.0,4813.0,105.84,38.07834614,42.39117627,34.76802733,99.80859477,103.88,28.79206204,7889.025,27400.0,145799.0,100.97,3.072992701,1167112.0,40.617,-2.432825322,28750.0
44,100.0,42.84967153,11740.81,2009.6275,971.3012,0.325400218,0.682219683,18.4294953,2793252452.0,22.31189781,0.213281858,611346.0,1485.0,678196.0,4840.5,106.17,37.28573248,42.24788933,33.44933891,66.58507621,106.02,28.7919708,7889.0,27400.0,140110.0,105.5,3.089562044,1137407.0,39.681,-2.578121102,28750.0
45,100.0,42.84671533,11740.0,1847.0125,999.7304,0.492667264,0.875030254,18.38933234,2832292992.0,22.26277372,0.213720806,610000.0,1485.0,666065.0,5038.2,107.67,36.41685559,41.57603137,32.36072639,94.43932787,104.0,28.7919708,7889.0,27400.0,132203.0,98.98,3.138686131,1106598.0,38.771,-2.746066612,28750.0
46,100.0,42.53850365,11655.55,1687.375,907.4398,0.565251251,0.973133993,19.22522271,2915069419.0,21.88321168,0.211286788,599600.0,1485.0,684023.0,5209.2,114.06,36.19074425,41.13984856,32.30417791,101.4281855,105.72,28.7919708,7889.0,27400.0,131310.0,94.47,3.210036496,1075204.0,37.888,-2.878003312,28750.0
47,100.0,41.47189781,11363.3,5005.67497068,2593.4233100999995,0.468064114,0.768459185,18.35812525,3291715602.0,21.89416058,0.213361046,599900.0,1364.82,691126.7,5144.7,114.68,35.640848,40.8522572,31.4727313,93.79179967400005,104.92,28.7919708,7889.0,27400.0,134337.0,91.79,3.198175182,1041188.0,37.031,-3.214804211,28750.0
48,90.70549244839997,32.30973186580001,9533.535590000001,4546.064925,2464.0577424000007,0.229068655,0.249995026,18.62282145,3522763459.0,4.876022279709996,0.09276160621000001,544487.1719999999,2266.78,690850.0,5200.7,121.68,34.9267183,39.81458245,31.05099969,198.79242717097995,105.4,54.923176703699994,1246.7022,2554.5585999999994,132839.0,83.74,11.419762525619996,1005551.0,36.201,-3.482671893,2689.27
49,99.77756003319999,43.75497972649999,41793.221000000005,4496.167078640003,3306.8489485399996,2.3829715559799998,1.6189371866199997,8.484413602530005,3319100697.64,24.60406156541001,0.24988263159000002,2915841.349,875.57,6772232.283,3992.9249999999975,94.02199999999998,26.323515569899982,24.007214261700014,27.541030690800007,121.14065600690004,96.00300000000003,32.69058255809999,28783.836400000007,85941.882,1749462.22,100.06830000000008,4.0671214074399975,4050383.91,43.87601999999998,-0.7102576694799998,87986.6
50,95.20816607590004,16.68150176,397310.0,4748.2975,3707.9842,0.038464867,2.589094964,11.10697987,5402509618.0,3.221594297,0.252849766,7673000.0,89.0,2021053.36,1069.9,39.35,22.47505889,13.33128313,23.90759379,12.12042226,43.84,0.66665547,15878.0,2381740.0,1888946.0,52.04,0.217907916,12406086.0,40.882,-0.551511395,2381740.0
51,97.40930308,16.80326148,400210.0,4756.335,3614.9784,0.04992616,2.594218418,8.395048495,4599680531.0,3.216975824,0.248971385,7662000.0,89.0,934656.39,883.3,30.95,22.235421,13.48082524,23.64155106,12.04646306,41.01,0.662960693,15790.0,2381740.0,1058184.0,59.4,0.222526388,12334776.0,40.081,-0.576456855,2381740.0
52,97.4255236,16.84020926,401090.0,4804.6975,3767.0478,0.054960796,2.357637393,9.749419994,5337290525.0,3.183806797,0.243037199,7583000.0,89.0,2659594.68,1106.9,36.67,21.71543125,13.09612953,23.11851839,13.88632467,44.17,0.677193984,16129.0,2381740.0,2402748.0,57.93,0.243519444,12258243.0,39.288,-0.622398145,2381740.0
53,97.4253671,16.73356454,398550.0,4645.1075,3560.0272,0.015641668,2.115771112,9.224982107,5236132673.0,3.168691797,0.23864261,7547000.0,89.0,1953325.24,1058.6,37.64,21.70729537,12.40276551,23.23975901,9.641579436,45.61,0.691427276,16468.0,2381740.0,1845217.0,60.19,0.276688471,12175192.0,38.499,-0.679816979,2381740.0
54,97.41524411,16.7548515,399057.0,4801.585,3790.6196,0.024027455,2.412313926,9.810558037,6657822423.0,3.150511811,0.234081838,7503700.0,89.0,4266387.06,1470.3,49.0,21.72202609,11.66526374,23.39919483,6.001172755,53.44,0.705660567,16807.0,2381740.0,2901720.0,61.45,0.311117082,12090197.0,37.716,-0.700547991,2381740.0
55,97.40127414,17.27518537,411450.0,5017.12,4443.5376,0.010063207,1.909949157,9.440477389,8055803032.0,3.146019297,0.23048161,7493000.0,89.0,4033241.92,1344.1,54.54,21.34047526,10.96976601,23.14137897,25.09515548,58.37,0.719893859,17146.0,2381740.0,3000731.0,65.43,0.337148471,12008938.0,36.939,-0.674375308,2381740.0
56,97.38974939,17.3028962,412110.0,5053.2025,3807.248,0.004355799,1.697917904,7.691314872,7937299461.0,3.153576797,0.227905169,7511000.0,89.0,3527824.19,1500.8,55.85,19.59349189,9.368292243,21.37430418,7.429902809,59.95,0.734127151,17485.0,2381740.0,2350627.0,67.44,0.357721666,11920435.0,36.17,-0.739705161,2381740.0
57,97.42298984,17.29030037,411810.0,5191.0875,4171.4934,0.006964886,2.080846494,7.543077591,8827458545.0,3.136362491,0.223418039,7470000.0,89.0,4018104.98,1503.7,59.16,18.01701358,7.896553732,19.797046,13.2626506,63.27,0.748360442,17824.0,2381740.0,2672232.0,70.72,0.381233888,11838359.0,35.407,-0.690913238,2381740.0
58,97.39467906,17.32011051,412520.0,5293.07,4177.513,0.005570151,2.279388781,7.570625794,10218609833.0,3.13594263,0.219781015,7469000.0,89.0,3602256.33,1253.5,51.52,16.38002075,6.527517103,18.09374798,14.96157451,58.32,0.762593734,18163.0,2381740.0,2873873.0,70.59,0.386692082,11776076.0,34.652,-0.527500611,2381740.0
59,97.935286,17.34404259,413090.0,5220.1325,3872.8378,0.006630881,1.623399055,6.586675992,11263262045.0,3.144339852,0.216635475,7489000.0,89.0,1536002.32,1034.0,52.87,14.82980164,5.44663179,16.47749533,8.576712512,59.26,0.776827026,18502.0,2381740.0,1485477.0,70.79,0.382493471,11720129.0,33.903,-0.476222486,2381740.0
60,97.4482372,17.37385273,413800.0,5526.8525,4446.458,0.007413856,1.478355499,9.343365411,12820125456.0,3.146019297,0.212893287,7493000.0,89.0,5253472.23,1653.9,72.36,13.35572701,4.323308404,14.94020822,14.27999466,73.34,0.791060317,18841.0,2381740.0,3176367.0,75.16,0.380394166,11675933.0,33.174,-0.377807621,2381740.0
61,97.49684271,17.37133356,413740.0,5823.725,4697.1952,0.015785597,1.626765803,8.466443577,13648525691.0,3.149798047,0.209223785,7502000.0,89.0,4211354.54,1474.3,74.96,12.00620713,3.550125942,13.48129506,15.79578779,76.69,0.805293609,19180.0,2381740.0,2856567.0,79.63,0.381653749,11638969.0,32.46,-0.317085021,2381740.0
62,97.56310692,17.37721162,413880.0,6017.78,4792.8234,0.024537213,1.538686354,8.11058988,16222242151.0,3.149798047,0.205289356,7502000.0,89.0,4247535.01,1643.3,83.53,10.77196019,2.940502343,12.26628515,15.76912823,84.76,0.808484553,19256.0,2381740.0,2584734.0,86.81,0.38585236,11607690.0,31.764,-0.269105499,2381740.0
63,97.67373253,17.38149,413981.9,6345.36,5199.3848,0.009902882,1.501983324,8.770686355,18335916285.0,3.151687422,0.201459651,7506500.0,89.0,5137455.0,1677.6,88.72,10.75502705,3.642969752,12.22030351,21.32818224,89.77,0.811675498,19332.0,2381740.0,3062449.0,91.42,0.387951666,11582446.0,31.085,-0.217713341,2381740.0
64,97.76201274,17.39553226,414316.35,6561.7525,5246.141,0.012085987,1.461473571,9.851117128,20663211051.0,3.147362852,0.197265171,7496200.0,89.0,4912551.0,1813.1,98.82,10.75329468,4.427588821,12.08217988,22.45137536,98.04,0.814866442,19408.0,2381740.0,2709432.0,96.37,0.394249582,11561310.0,30.424,-0.182649747,2381740.0
65,97.9023321,17.39526565,414310.0,6939.3625,5466.959,0.01840185,1.582524728,10.28639707,21993343503.0,3.136110575,0.192708143,7469400.0,89.0,3435535.0,1369.2,94.93,9.746313976,3.847609972,10.93259326,25.50405655,96.95,0.818057387,19484.0,2381740.0,2509193.0,100.61,0.407181304,11542390.0,29.779,-0.163783327,2381740.0
66,98.07131002,17.40592281,414564.0,7036.0425,5521.2248,0.028116734,1.45755905,11.57870734,19218248687.0,3.133044273,0.18870776,7462100.0,89.0,3761229.6,1400.2,101.74,8.834766885,3.346190199,10.03061133,23.53224963,100.26,0.821247986,19560.0,2381741.0,2686241.0,97.56,0.419986892,11527620.0,29.152,-0.128045042,2381741.0
67,98.26755679,17.36553219,413602.0,6973.4775,5446.9334,0.035067563,1.421907662,12.2200948,19556332426.0,3.108734325,0.183547922,7404200.0,89.0,3445227.37,1020.4,103.33,8.535154617,3.131312448,9.717412386,21.02860539,102.79,0.821247986,19560.0,2381741.0,3376449.0,101.83,0.42548707,11513248.0,28.541,-0.124752261,2381741.0
68,98.56863344,17.35501081,413351.408,6878.9375,5413.2892,0.050556508,1.064179386,11.75608873,19996752904.0,3.136700044,0.181609975,7470807.1,89.0,3478175.14,990.3,104.4,10.16129029,3.953433766,11.49121239,20.8411217,102.87,0.815789794,19430.0,2381741.0,3512157.0,100.15,0.425159159,11496842.0,27.948,-0.142598336,2381741.0
69,98.94685318,17.35656799,413388.496,6811.6525,5508.232,0.041016390279999995,1.419044120820001,11.87437174,20769544917.0,3.149252417,0.178899095,7500703.6,89.0,6066238.69,1952.0,115.36,10.09212698,3.871333996,11.41161014,20.75805262,108.63,0.810331602,19300.0,2381741.0,3107776.0,96.31,0.418095418,11475841.0,27.371,-0.182834594,2381741.0
70,98.68105626,17.34700415,413160.71,6886.11,5545.333,0.031393514929999984,1.4167606909500006,12.33695281,21189984131.0,3.161804747,0.176338487,7530600.0,89.0,5633592.07,1767.4,121.01,9.798441555,3.688236038,11.08340187,20.67564338,112.36,0.81411035,19390.0,2381741.0,3187485.0,96.52,0.411031678,11449736.0,26.811,-0.227737006,2381741.0
71,99.12109082,17.34700415,413160.71,7058.59,5565.746,0.03162095939,1.4331875712900006,13.7842387,20089637852.0,3.161804747,0.17330981,7530600.0,89.0,4393330.47,1520.4,120.95,10.0237909,3.641825204,11.34134673,20.67564338,112.5,0.81830896,19490.0,2381741.0,2889582.0,97.06,0.411031678,11413449.0,26.267,-0.317427607,2381741.0
72,99.28505078,17.34700415,413160.71,17535.72600000001,10045.392259999995,0.055131713100000035,1.5696224519800008,12.17565774,19903838465.0,3.161804747,0.17046053,7530600.0,76.61700000000003,2784008.92,1433.7,108.76,10.03309842,3.678404054,11.39083752,20.67564338,104.83,0.822227648,19583.333,2381741.0,1941867.0,97.32,0.411031678,11370967.0,25.739,-0.372904438,2381741.0
